Подкатегория;Наименование;Характеристики ;;;;;;;;;;;;;;;;;;;;;;Размер памятника в комплекте;;;Цена;Цена фацета
;;Материал;Цвет;Полировка;Высота;Вес;Объём;Размер;Срок изготовления;Размер фракции;Единица измерения;Форма;Высота пролёта;Высота столба;Обивка;Закрутки;Ручки несущие;Лакировка;Форма;Фурнитура;Ручная резьба;Отделка;Крышка;Стелла (в/ш/т);Тумба (в/ш/т);Цветник (в/ш/т);;
cross_memorials;Ем 74 син;гранит;синий;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;31500;
cross_memorials;Ем 74;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;28100;
cross_memorials;Ем 76 кор;гранит;коричневый;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;39400;
cross_memorials;Ем 76 крас;гранит;красный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;44700;
cross_memorials;Ем 76 син;гранит;синий;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;31500;
cross_memorials;Ем 76;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;28100;
cross_memorials;Ем 77 кор;гранит;коричневый;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;39400;
cross_memorials;Ем 77 красн;гранит;красный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;44700;
cross_memorials;Ем 77 син;гранит;синий;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;31500;
cross_memorials;Ем 77;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;28100;
cross_memorials;Ем 78 кор;гранит;коричневый;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;39400;
cross_memorials;Ем 78 красн;гранит;красный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;44700;
cross_memorials;Ем 78 син;гранит;синий;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;31500;
cross_memorials;Ем 78;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;28100;
cross_memorials;Ем 94 кор;гранит;коричневый;все стороны;134 см;200 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;44500;
cross_memorials;Ем 94 красн;гранит;красный;все стороны;134 см;200 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;50600;
cross_memorials;Ем 94 син;гранит;синий;все стороны;134 см;200 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;40000;
cross_memorials;Ем 94;гранит;черный;все стороны;134 см;200 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;31200;
cross_memorials;Ме 24 зел;гранит;зеленый;все стороны;164 см;195 кг;;;10 дней;;;;;;;;;;;;;;;140 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;26900;
cross_memorials;Ме 24;гранит;черный;все стороны;164 см;195 кг;;;10 дней;;;;;;;;;;;;;;;140 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;26900;
cross_memorials;Ме 42 зел;гранит;зеленый;все стороны;144 см;160 кг;;;10 дней;;;;;;;;;;;;;;;130 × 50 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;24200;
cross_memorials;Ме 42;гранит;черный;все стороны;144 см;160 кг;;;10 дней;;;;;;;;;;;;;;;130 × 50 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;24200;
cross_memorials;Ме 124;гранит;черный;все стороны;134 см;220 кг;;;10 дней;;;;;;;;;;;;;;;120 × 80 × 7 см;80 × 20 × 14 см;100 × 8 х7 см;36800;
cross_memorials;Ме 130;гранит;черный;все стороны;214 см;470 кг;;;10 дней;;;;;;;;;;;;;;;200 × 35 × 10 см;180 × 35 × 10 см;100 × 50 × 16 см;137300;
cross_memorials;Ме 220 зел;гранит;зеленый;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;29000;
cross_memorials;Ме 220;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;29000;
cross_memorials;Ме 230;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;100 × 60 × 7 см;60 × 20 × 14 см;100 × 8 х7 см;28700;
cross_memorials;Ме 240;гранит;черный;все стороны;124 см;160 кг;;;10 дней;;;;;;;;;;;;;;;100 × 80 × 7 см;80 × 20 × 14 см;100 × 8 х7 см;29900;
cross_memorials;Ме 242 ВН зел;гранит;зеленый;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;26500;
cross_memorials;Ме 242 ВН;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;26500;
cross_memorials;Ме 245 ВН;гранит;черный;все стороны;134 см;180 кг;;;10 дней;;;;;;;;;;;;;;;120 × 85 × 7 см;130 × 20 × 14 см;100 × 7 × 8 см;44500;
cross_memorials;Ме 247 ВН зел;гранит;зеленый;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;27600;
cross_memorials;Ме 247 ВН;гранит;черный;все стороны;124 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 60 × 7 см;60 × 20 × 14 см;100 × 8 × 7 см;27600;
cross_memorials;Ме 613 ВН;гранит;черный;все стороны;87 см;180 кг;;;10 дней;;;;;;;;;;;;;;;120 × 85 х7 см;130 × 20 × 14 см;120 × 10 × 7 см;45600;
marble_memorials;Дж 20;мрамор;серо-белый;все стороны;135 см;300 кг;;;10 дней;;;;;;;;;;;;;;;120 × 65 × 15 см;70 × 20 × 15 см;100 × 7 × 8 см;119200;
marble_memorials;Дж 41;мрамор;серо-белый;все стороны;50 см;15 кг;;;10 дней;;;;;;;;;;;;;;;50 × 25 × 25 см;;;108100;
marble_memorials;Мр 1;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;47900;
marble_memorials;Мр 2;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 80 × 10 см;90 × 25 × 15 см;100 × 7 × 8 см;75900;
marble_memorials;Мр 3;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;47900;
marble_memorials;Мр 4;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;47900;
marble_memorials;Мр 5;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;45700;
marble_memorials;Мр 6;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;44200;
marble_memorials;Мр 7;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;49400;
marble_memorials;Мр 8;мрамор;серо-белый;все стороны;135 см;350 кг;;;10 дней;;;;;;;;;;;;;;;120 × 80 × 10 см;90 × 25 × 15 см;100 × 7 × 8 см;75900;
marble_memorials;Мр 9;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;47900;
marble_memorials;Мр 10;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;44200;
marble_memorials;Мр 11;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;38600;
marble_memorials;Мр 12;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;44200;
marble_memorials;Мр 13;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;49400;
marble_memorials;Мр 14;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;47900;
marble_memorials;Мр 15;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;49400;
marble_memorials;Мр 16;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;38600;
marble_memorials;Мр 17;мрамор;серо-белый;все стороны;135 см;291 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;44200;
marble_memorials;Мр 19;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;75 см;100 кг;;;10 дней;;;;;;;;;;;;;;;60 × 40 × 7 см;50х 20 × 15 см;100 × 7 × 8 см;13400;
marble_memorials;Мр 21;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;75 см;100 кг;;;10 дней;;;;;;;;;;;;;;;60 × 40 × 7 см;50х 20 × 15 см;100 × 7 × 8 см;19600;
marble_memorials;Мр 23;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;75 см;100 кг;;;10 дней;;;;;;;;;;;;;;;60 × 40 × 7 см;50х 20 × 15 см;100 × 7 × 8 см;17000;
marble_memorials;Мр 24;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;90 см;121 кг;;;10 дней;;;;;;;;;;;;;;;75 × 40 × 7 см;50х 20 × 15 см;100 × 7 × 8 см;15700;
marble_memorials;Мр 25;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;95 см;130 кг;;;10 дней;;;;;;;;;;;;;;;80 × 40 × 7 см;50х 20 × 15 см;100 × 7 × 8 см;13100;
marble_memorials;Мр 26;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;95 см;130 кг;;;10 дней;;;;;;;;;;;;;;;80 × 40 × 7 см;50х 20 × 15 см;100 × 7 × 8 см;15700;
marble_memorials;Мр 28;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;105 см;140 кг;;;10 дней;;;;;;;;;;;;;;;90 × 40 × 7 см;50х 20 × 15 см;100 × 7 × 8 см;20100;
marble_memorials;Мр 30;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;105 см;140 кг;;;10 дней;;;;;;;;;;;;;;;90 × 40 × 7 см;50х 20 × 15 см;100 × 7 × 8 см;19500;
marble_memorials;Мр 32;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;105 см;140 кг;;;10 дней;;;;;;;;;;;;;;;90 × 40 × 7 см;50х 20 × 15 см;100 × 7 × 8 см;19300;
marble_memorials;Мр 34;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;115 см;180 кг;;;10 дней;;;;;;;;;;;;;;;100 × 50 × 8 см;60х 20 × 15 см;100 × 7 × 8 см;20700;
marble_memorials;Мр 37;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;115 см;180 кг;;;10 дней;;;;;;;;;;;;;;;100 × 50 × 8 см;60х 20 × 15 см;100 × 7 × 8 см;24900;
marble_memorials;Мр 38;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;115 см;180 кг;;;10 дней;;;;;;;;;;;;;;;100 × 50 × 8 см;60х 20 × 15 см;100 × 7 × 8 см;31700;
marble_memorials;Мр 39;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;115 см;170 кг;;;10 дней;;;;;;;;;;;;;;;100 × 45 × 8 см;50 × 20 × 15 см;100 × 7 × 8 см;23500;
marble_memorials;Мр 40;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;все стороны;125 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 45 × 8 см;50 × 20 × 15 см;100 × 7 × 8 см;24300;
marble_memorials;Мр 41;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;все стороны;125 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 45 × 8 см;50 × 20 × 15 см;100 × 7 × 8 см;32600;
marble_memorials;Мр 44;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;все стороны;125 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;21400;
marble_memorials;Мр 46;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;все стороны;125 см;180 кг;;;10 дней;;;;;;;;;;;;;;;110 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;19600;
marble_memorials;Мр 47;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;все стороны;145 см;310 кг;;;10 дней;;;;;;;;;;;;;;;130 × 70 × 8 см;80 × 20 × 15 см;100 × 7 × 8 см;51300;
marble_memorials;Мр 48;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;135 см;290 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 15 см;100 × 7 × 8 см;47600;
marble_memorials;Мр 67;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;все стороны;135 см;290 кг;;;10 дней;;;;;;;;;;;;;;;120 × 70 × 8 см;70 × 20 × 15 см;100 × 7 × 8 см;26400;
marble_memorials;Мр 68;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;135 см;290 кг;;;10 дней;;;;;;;;;;;;;;;120 × 70 × 8 см;70 × 20 × 15 см;100 × 7 × 8 см;37900;
marble_memorials;Мр 69;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;лицевая;135 см;250 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;44000;
marble_memorials;Мр 74;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;все стороны;145 см;310 кг;;;10 дней;;;;;;;;;;;;;;;130 × 55 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;37800;
marble_memorials;Мр 79;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;все стороны;135 см;250 кг;;;10 дней;;;;;;;;;;;;;;;120 × 65 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;32800;
marble_memorials;Мр 81;мрамор;розовый, кремовый, бело-полосчатый, серо-голубой;все стороны;120 см;200 кг;;;10 дней;;;;;;;;;;;;;;;100 × 80 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;33800;
marble_memorials;Мр 87;мрамор;серо-белый;лицевая;85 см;400 кг;;;10 дней;;;;;;;;;;;;;;;70 × 140 × 8 см;130 × 20 × 15 см;100 × 7 × 8 см;36700;
marble_memorials;Мр 91;мрамор;серо-белый;все стороны;115 см;145 кг;;;10 дней;;;;;;;;;;;;;;;100 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;41400;
marble_memorials;Мр 92;мрамор;серо-белый;все стороны;135 см;400 кг;;;10 дней;;;;;;;;;;;;;;;120 × 150 × 8 см;130 × 20 × 15 см;100 × 7 × 8 см;104500;
marble_memorials;Мр 93;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;36200;
marble_memorials;Мр 94;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;44200;
marble_memorials;Мр 95;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;44200;
marble_memorials;Мр 96;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;47900;
marble_memorials;Мр 97;мрамор;серо-белый;все стороны;115 см;145 кг;;;10 дней;;;;;;;;;;;;;;;100 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;38600;
marble_memorials;Мр 98;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;44200;
marble_memorials;Мр 99;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;47900;
marble_memorials;Мр 100;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;45700;
marble_memorials;Мр 101;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;42000;
marble_memorials;Мр 102;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;47900;
marble_memorials;Мр 103;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;44200;
marble_memorials;Мр 104;мрамор;серо-белый;все стороны;135 см;220 кг;;;10 дней;;;;;;;;;;;;;;;120 × 60 × 8 см;70 × 20 × 15 см;100 × 7 × 8 см;47900;
marble_memorials;Мр 105;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;50100;
marble_memorials;Мр 106;мрамор;серо-белый;все стороны;135 см;450 кг;;;10 дней;;;;;;;;;;;;;;;120 × 100 х10 см;130 × 20 × 15 см;100 × 7 × 8 см;72200;
marble_memorials;Мр 107;мрамор;серо-белый;все стороны;135 см;450 кг;;;10 дней;;;;;;;;;;;;;;;120 × 100 х10 см;130 × 20 × 15 см;100 × 7 × 8 см;72200;
marble_memorials;Мр 108;мрамор;серо-белый;все стороны;115 см;145 кг;;;10 дней;;;;;;;;;;;;;;;100 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;41400;
marble_memorials;Мр 109;мрамор;серо-белый;все стороны;115 см;145 кг;;;10 дней;;;;;;;;;;;;;;;100 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;37800;
marble_memorials;Мр 111;мрамор;серо-белый;все стороны;135 см;241 кг;;;10 дней;;;;;;;;;;;;;;;120 × 50 × 8 см;60 × 20 × 15 см;100 × 7 × 8 см;50100;
welded;Металл Эконом ;металл, пластиковые заглушки ;черный, серый;;;;;;;;;;44 см;120 см;;;;;;;;;;;;;640;
welded;Металл Солнышко;металл, пластиковые заглушки ;черный, серый;;;;;;;;;;44 см;120 см;;;;;;;;;;;;;800;
welded;Металл Стандарт;металл, пластиковые заглушки ;черный, серый;;;;;;;;;;44 см;120 см;;;;;;;;;;;;;800;
welded;Металл Квадрат;металл, пластиковые заглушки ;черная;;;;;;;;;;35 см;120 см;;;;;;;;;;;;;1700;
welded;Металл Дуга;металл, пластиковые заглушки ;черная;;;;;;;;;;35 см;120 см;;;;;;;;;;;;;1800;
welded;Металл № 14 ;металл, пластиковые заглушки ;черный, серый;;;;;;;;;;71 см;120 см;;;;;;;;;;;;;2800;
welded;Металл № 17;металл, пластиковые заглушки ;черный, серый;;;;;;;;;;72 см;120 см;;;;;;;;;;;;;3100;
forged;Ковка № 2;кованный металл;черный;;;;;;;;;;35 см;120 см;;;;;;;;;;;;;2400;
forged;Ковка № 4;кованный металл;черный;;;;;;;;;;30 см;120 см;;;;;;;;;;;;;2900;
forged;Ковка № 5;кованный металл;черный;;;;;;;;;;30 см;120 см;;;;;;;;;;;;;2900;
forged;Ковка № 8;кованный металл;черный;;;;;;;;;;40 см;120 см;;;;;;;;;;;;;3500;
forged;Ковка № 10;кованный металл;черный;;;;;;;;;;40 см;120 см;;;;;;;;;;;;;3500;
forged;Ковка № 19;кованный металл;черный;;;;;;;;;;50 см;120 см;;;;;;;;;;;;;5600;
forged;Ковка № 48;кованный металл;черный;;;;;;;;;;39 см;120 см;;;;;;;;;;;;;2500;
forged;Ковка № 49;кованный металл;черный;;;;;;;;;;34 см;120 см;;;;;;;;;;;;;2000;
forged;Ковка № 50;кованный металл;черный;;;;;;;;;;39 см;120 см;;;;;;;;;;;;;2500;
masonry-fence;МЕВ 001 черная;гранит;черный;;;;;;;;;;23 см;30 см;;;;;;;;;;;;;3900;
masonry-fence;МЕВ 001 светлосерая;гранит;светло-серый;;;;;;;;;;23 см;30 см;;;;;;;;;;;;;2600;
masonry-fence;Лидия;гранит;бежевый;;;;;;;;;;23 см;30 см;;;;;;;;;;;;;2900;
masonry-fence;МЕВ 001 комбинированная;гранит;черно-белый;;;;;;;;;;23 см;30 см;;;;;;;;;;;;;3300;
masonry-fence;МЕВ 001 зеленая;гранит;зеленый;;;;;;;;;;23 см;30 см;;;;;;;;;;;;;4100;
masonry-fence;МЕВ 001 красная;гранит;красный;;;;;;;;;;23 см;30 см;;;;;;;;;;;;;3700;
masonry-fence;SC-007 круг;гранит;черный;;;;;;;;;;41 см;60 см;;;;;;;;;;;;;144500;
masonry-fence;GFE;гранит;черный;;;;;;;;;;42 см;59 см;;;;;;;;;;;;;11300;
masonry-fence;GFK 2;гранит;черный;;;;;;;;;;40 см;59 см;;;;;;;;;;;;;70800;
masonry-fence;Дж ограда 4;гранит;светло-черный;;;;;;;;;;35 см;50 см;;;;;;;;;;;;;6400;
masonry-fence;Дж ограда 9;гранит;черный;;;;;;;;;;25 см;62 см;;;;;;;;;;;;;10300;
masonry-fence;Дж ограда 10;гранит;черный;;;;;;;;;;30 см;45 см;;;;;;;;;;;;;20700;
masonry-fence;Дж ограда 20;гранит;черный;;;;;;;;;;20 см;30 см;;;;;;;;;;;;;6200;
masonry-fence;Дж ограда 30;гранит;светло-черный;;;;;;;;;;48 см;52 см;;;;;;;;;;;;;6100;
tables;Лавочка ТО 3;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;11900;
tables;Лавочка ТО 4;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;13700;
tables;лавочка ТО 5;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;13700;
tables;Лавочка TSK 50;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;11900;
tables;Лавочка TSR 50;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;11900;
tables;Лавочка TSK 90;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;7400;
tables;Лавочка Кен;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;44100;
tables;Лавочка Сигма ;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;22500;
tables;Лавочка Тц 7;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;13800;
tables;Лавочка ТО 3 светло серая;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;6800;
tables;Лавочка ТО 4 светло серая;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;10000;
tables;Лавочка  Ласточка светло серая;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;42600;
tables;Лавочка Тц 12 светло серый ;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;32900;
tables;Лавочка Дж 11 светло серая;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;24800;
tables;Столик ТО 3;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;6500;
tables;Столик ТО 4;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;20600;
tables;Столик ТО 5;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;20600;
tables;Столик TSK 50;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;12400;
tables;Столик TSR 50;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;12600;
tables;Столик TSK 90;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;12600;
tables;Столик Кен;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;17800;
tables;Столик Сигма;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;35000;
tables;Столик ТО 3 светло серый;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;4300;
tables;Столик ТО 4 светло серый;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;18400;
tables;Стол Тц 12 светло серый ;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;17500;
tables;Комплект ТО 3;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;16700;
tables;Комплект ТО 4;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;34300;
tables;Комплект ТО 5;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;34300;
tables;Комплект TSK 50;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;24300;
tables;Комплект TSR 50;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;24300;
tables;Комплект TSK 90;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;20000;
tables;Комплект Кен;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;61200;
tables;Комплект Сигма;черный гранит;;;;;;;;;;;;;;;;;;;;;;;;;80000;
tables;Комплект  ТО 3 светло серый;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;11100;
tables;Комплект ТО 4 светло серый ;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;28400;
tables;Комплект Тц 12 светло серый ;светло-серый гранит;;;;;;;;;;;;;;;;;;;;;;;;;50400;
tables;Лавочка железная;металл;;;;;;;;;;;;;;;;;;;;;;;;;2200;
